,fund_id,fund_num,fund_name,fund_onevalue,fund_time,fund_1year,fund_2year,fund_3year,fund_5year,fund_star,fund_fee
845,846,519652,银河鑫利混合A,1.0550,07-25,3.56%,5.09%,--,--,0,0.08%
846,847,001663,中银互联网+股票,0.9340,07-25,3.56%,--,--,--,0,0.15%
847,848,160613,鹏华盛世创新混合(LOF),1.3870,07-25,3.55%,10.38%,21.31%,56.87%,3,0.15%
848,849,002228,长城新优选混合C,1.1000,07-25,3.54%,--,--,--,0,0.15%
849,850,160628,鹏华地产分级,1.0530,07-25,3.53%,5.95%,--,--,0,0.12%
850,851,481006,工银红利混合,0.8280,07-25,3.53%,2.26%,-1.08%,2.31%,2,0.15%
851,852,001183,南方利淘A,1.1110,07-25,3.52%,6.16%,--,--,0,0.12%
852,853,050119,博时转债增强债券C,1.3900,07-25,3.50%,-0.80%,2.86%,23.72%,2,0.00%
853,854,519172,浦银安盛睿智精选混合A,1.1110,07-25,3.49%,--,--,--,0,0.15%
854,855,217021,招商优企灵活配置,2.1070,07-25,3.48%,7.34%,16.89%,53.29%,2,0.15%
855,856,000219,博时裕益灵活配置,1.1580,07-25,3.47%,0.13%,5.25%,--,4,0.15%
856,857,001370,中银新趋势混合,1.0700,07-25,3.47%,4.39%,--,--,0,0.15%
857,858,000803,工银研究精选股票,1.3450,07-25,3.47%,3.12%,--,--,0,0.15%
858,859,161601,融通新蓝筹,0.8687,07-25,3.45%,-5.25%,-4.76%,5.94%,1,0.15%
859,860,001226,中邮稳健添利灵活配置混合,1.2080,07-25,3.44%,5.50%,--,--,0,0.15%
860,861,001277,博时国企改革股票,0.8310,07-25,3.43%,7.33%,--,--,0,0.15%
861,862,399011,中海医疗保健主题股票,1.3750,07-25,3.43%,5.75%,12.44%,45.11%,0,0.15%
862,863,001499,国投瑞银新增长混合,1.0950,07-25,3.43%,6.38%,--,--,0,0.06%
863,864,002056,中银新财富混合C,1.0420,07-25,3.42%,--,--,--,0,0.00%
864,865,000260,信诚季季定期支付债券,1.3410,07-25,3.42%,6.33%,14.15%,--,4,0.08%
865,866,210003,金鹰行业优势混合,1.0727,07-25,3.41%,4.71%,16.29%,47.28%,3,0.15%
866,867,001320,工银丰盈回报灵活配置混合,1.0800,07-25,3.41%,4.45%,--,--,0,0.15%
867,868,002054,中银新财富混合A,1.0450,07-25,3.40%,--,--,--,0,0.10%
868,869,002701,东方红汇阳债券A,1.0408,07-25,3.40%,--,--,--,0,0.80%
869,870,161219,国投瑞银新兴产业,1.2540,07-25,3.38%,9.83%,29.03%,65.97%,5,0.15%
870,871,002365,国联安鑫禧灵活配置混合A,1.0711,07-25,3.37%,--,--,--,0,0.07%
871,872,001967,华宝转型升级混合,1.0440,07-25,3.37%,--,--,--,0,0.15%
872,873,002272,新华科技创新主题灵活配置混合,1.0280,07-25,3.37%,--,--,--,0,0.15%
873,874,001338,安信稳健增值混合C,1.1690,07-25,3.37%,6.59%,--,--,0,0.00%
874,875,001106,华商健康生活混合,0.8480,07-25,3.35%,2.69%,--,--,0,0.15%
875,876,001686,安信新动力混合A,1.0964,07-25,3.34%,--,--,--,0,0.08%
876,877,001061,华夏海外收益债券A,1.2340,07-24,3.34%,10.81%,17.16%,--,0,0.08%
877,878,000995,建信睿盈灵活配置混合C,0.9960,07-25,3.34%,3.96%,--,--,0,0.00%
878,879,750005,安信平稳增长混合发起A,1.1360,07-25,3.32%,7.68%,17.01%,--,5,0.15%
879,880,121012,国投瑞银优化强债A/B,1.3230,07-25,3.32%,5.47%,12.62%,32.04%,5,0.08%
880,881,161706,招商优质成长混合(LOF),1.4679,07-25,3.30%,-0.11%,4.14%,18.64%,2,0.15%
881,882,000017,财通可持续混合,1.5300,07-25,3.29%,0.66%,4.21%,--,4,0.15%
882,883,001490,汇添富国企创新股票,0.9950,07-25,3.29%,4.01%,--,--,0,0.15%
883,884,001484,天弘新价值混合,1.1219,07-25,3.29%,6.43%,--,--,0,0.10%
884,885,000567,广发聚祥灵活混合,1.7110,07-25,3.28%,3.65%,14.25%,--,0,0.15%
885,886,128112,国投瑞银优化强债C,1.3190,07-25,3.27%,5.22%,12.10%,30.76%,5,0.00%
886,887,001031,华夏安康优选债券A,1.2140,07-25,3.27%,4.20%,9.69%,--,3,0.08%
887,888,519125,浦银安盛消费升级混合A,1.6230,07-25,3.27%,6.23%,9.89%,--,4,0.15%
888,889,253010,国联安安心成长混合,0.6940,07-25,3.27%,5.29%,11.78%,26.27%,5,0.15%
889,890,519959,长信多利混合,0.9950,07-25,3.26%,2.85%,--,--,0,0.15%
890,891,000573,天弘通利混合,1.1790,07-25,3.26%,6.25%,9.96%,--,0,0.10%
891,892,002031,华夏策略精选,3.2170,07-25,3.24%,10.60%,19.33%,45.25%,4,0.15%
892,893,001866,北信瑞丰新成长,1.0630,07-25,3.23%,--,--,--,0,0.08%
893,894,519653,银河鑫利混合C,1.0660,07-25,3.23%,4.44%,--,--,0,0.00%
894,895,000977,长城环保主题混合,0.9950,07-25,3.22%,6.34%,--,--,0,0.15%
895,896,001036,嘉实企业变革股票,0.9520,07-25,3.22%,3.40%,--,--,0,0.15%
896,897,000127,农银行业领先混合,1.9266,07-25,3.21%,12.10%,21.61%,--,5,0.15%
897,898,161624,融通可转债债券A,0.8979,07-25,3.20%,-1.48%,-8.78%,--,0,0.08%
898,899,530005,建信优化配置,1.3651,07-25,3.20%,3.17%,7.57%,32.29%,3,0.15%
899,900,001171,工银养老产业股票,0.6960,07-25,3.18%,3.52%,--,--,0,0.15%
900,901,233001,大摩基础行业混合,0.9163,07-25,3.17%,12.74%,25.55%,63.64%,4,0.15%
901,902,121001,国投瑞银融华债券,1.7661,07-25,3.17%,8.78%,14.04%,32.88%,5,0.065%
902,903,002702,东方红汇阳债券C,1.0356,07-25,3.16%,--,--,--,0,0.00%
903,904,762001,国金国鑫发起,1.9574,07-25,3.15%,9.62%,40.77%,--,5,0.15%
904,905,160624,鹏华消费领先混合,1.5890,07-25,3.14%,4.93%,9.91%,--,4,0.15%
905,906,000761,国富健康优质生活股票,1.1330,07-25,3.14%,6.03%,--,--,0,0.15%
906,907,001029,国投瑞银新动力混合,1.0510,07-25,3.13%,5.15%,--,--,0,0.06%
907,908,164403,前海开源沪港深农业混合,0.9440,07-25,3.13%,3.32%,--,--,0,0.15%
908,909,001324,华宝新价值混合,1.0933,07-25,3.11%,5.34%,--,--,0,0.15%
909,910,582002,东吴增利债券A,1.0520,07-25,3.11%,6.24%,10.45%,18.97%,5,0.08%
910,911,163822,中银主题策略混合,1.9310,07-25,3.11%,-0.78%,5.95%,35.46%,5,0.15%
911,912,001687,安信新动力混合C,1.0877,07-25,3.11%,--,--,--,0,0.00%
912,913,002366,国联安鑫禧灵活配置混合C,1.0624,07-25,3.10%,--,--,--,0,0.00%
913,914,001063,华夏海外收益债券C,1.2090,07-24,3.09%,10.32%,16.39%,--,0,0.00%
914,915,002368,国联安鑫悦灵活配置混合A,1.0381,07-25,3.09%,--,--,--,0,0.07%
915,916,001705,泓德战略转型股票,1.0880,07-25,3.09%,--,--,--,0,0.15%
916,917,000021,华夏优势增长混合,1.6930,07-25,3.08%,1.74%,5.30%,22.02%,2,0.15%
917,918,001495,东方新价值混合A,1.1320,07-25,3.07%,5.33%,--,--,0,0.08%
918,919,519176,浦银安盛消费升级混合C,1.6140,07-25,3.07%,--,--,--,0,0.15%
919,920,110023,易方达医疗保健行业混合,1.3710,07-25,3.06%,-0.39%,-3.29%,6.25%,1,0.15%
920,921,519173,浦银安盛睿智精选混合C,1.0950,07-25,3.05%,--,--,--,0,0.00%
921,922,001033,华夏安康优选债券C,1.1940,07-25,3.05%,3.82%,9.12%,--,3,0.00%
922,923,110017,易方达增强债券A,1.2580,07-25,3.04%,5.49%,12.86%,30.39%,5,0.08%
923,924,112002,易方达策略成长二号,1.0190,07-25,3.04%,-4.02%,-7.15%,1.11%,1,0.20%
924,925,161605,融通蓝筹成长,1.2260,07-25,3.03%,1.36%,6.93%,29.43%,3,0.16%
925,926,160809,长盛同辉100等权分级,1.0360,07-25,3.01%,2.72%,0.99%,--,0,0.12%
926,927,001334,南方利鑫A,1.1020,07-25,3.00%,5.14%,--,--,0,0.15%
927,928,001250,天弘新活力混合,1.1033,07-25,3.00%,5.45%,--,--,0,0.10%
928,929,002770,安信新回报混合A,1.0765,07-25,3.00%,--,--,--,0,0.08%
929,930,050004,博时精选混合A,1.8358,07-25,2.99%,8.43%,16.02%,39.69%,5,0.15%
930,931,161625,融通可转债债券C,0.8886,07-25,2.99%,-1.84%,-9.13%,--,0,0.00%
931,932,320001,诺安平衡,0.8652,07-25,2.99%,-1.42%,-3.20%,12.02%,2,0.15%
932,933,002316,创金合信中证500指数增强C,0.9703,07-25,2.99%,--,--,--,0,0.00%
933,934,210001,金鹰成份优选,0.9928,07-25,2.98%,5.06%,14.64%,34.94%,4,1.50%
934,935,001005,中海合鑫混合,0.6600,07-25,2.98%,-3.08%,--,--,0,0.15%
935,936,161903,万家行业优选混合(LOF),0.8453,07-25,2.97%,11.83%,31.19%,58.07%,4,0.15%
936,937,001637,嘉实腾讯自选股大数据策略股票,1.0980,07-25,2.97%,--,--,--,0,0.15%
937,938,164105,华富强化债券,1.2450,07-25,2.96%,5.77%,12.43%,32.26%,5,0.08%
938,939,002263,泰达宏利大数据混合A,1.1826,07-25,2.96%,--,--,--,0,0.15%
939,940,001273,民生加银新动力混合A,1.0920,07-25,2.96%,5.79%,--,--,0,0.05%
940,941,001823,光大鼎鑫混合C,1.0450,07-25,2.95%,--,--,--,0,0.00%
941,942,050011,博时信用债券A/B,2.2710,07-25,2.95%,7.23%,22.22%,61.78%,3,0.08%
942,943,770001,德邦优化混合,0.9076,07-25,2.94%,-0.97%,-0.82%,--,2,0.15%
943,944,002771,安信新回报混合C,1.0752,07-25,2.93%,--,--,--,0,0.00%
944,945,080003,长盛积极配置债券,1.0721,07-25,2.93%,4.11%,7.74%,20.41%,3,0.08%
945,946,080005,长盛量化红利混合,1.1560,07-25,2.92%,8.28%,19.28%,65.06%,3,0.15%
946,947,000928,中融国企改革混合,0.9530,07-25,2.92%,-0.46%,--,--,0,0.15%
947,948,002934,泰康恒泰回报混合A,1.0384,07-25,2.92%,--,--,--,0,0.12%
948,949,000772,景顺长城中国回报灵活配置,1.2690,07-25,2.90%,4.20%,--,--,0,0.15%
949,950,162216,泰达中证500分级,0.9996,07-25,2.90%,8.17%,18.27%,58.20%,0,0.12%
950,951,000664,国联安通盈混合A,1.2381,07-25,2.89%,5.49%,10.42%,--,0,0.07%
951,952,000417,国联安新精选灵活配置,1.1534,07-25,2.87%,4.20%,10.10%,--,0,0.15%
952,953,110018,易方达增强债券B,1.2460,07-25,2.87%,5.09%,12.15%,28.92%,5,0.00%
953,954,001808,银华互联网主题灵活配置混合,0.8390,07-25,2.87%,--,--,--,0,0.15%
954,955,202027,南方高端装备灵活配置混合,1.3900,07-25,2.87%,4.01%,11.40%,--,0,0.15%
955,956,002194,北信瑞丰稳定增强偏债混合,1.0480,07-25,2.86%,--,--,--,0,0.08%
956,957,519987,长信恒利优势混合,1.1160,07-25,2.85%,3.23%,4.71%,29.88%,2,0.15%
957,958,240011,华宝大盘精选混合,1.7163,07-25,2.85%,1.10%,2.88%,17.21%,1,0.15%
958,959,002413,中银瑞利混合A,1.0360,07-25,2.84%,--,--,--,0,0.10%
959,960,001311,华安新回报灵活配置混合,1.0960,07-25,2.82%,4.85%,--,--,0,0.15%
960,961,001172,鹏华弘泽混合A,1.1160,07-25,2.81%,5.04%,--,--,0,0.15%
961,962,002414,中银瑞利混合C,1.0300,07-25,2.81%,--,--,--,0,0.00%
962,963,000634,富国天盛灵活配置混合,1.0410,07-25,2.81%,3.97%,9.07%,--,0,0.15%
963,964,001158,工银新材料新能源股票,0.7370,07-25,2.80%,0.83%,--,--,0,0.15%
964,965,710001,富安达优势成长混合,1.8708,07-25,2.80%,3.64%,10.95%,43.75%,3,0.15%
965,966,001939,光大睿鑫混合A,1.3390,07-25,2.79%,--,--,--,0,0.15%
966,967,000290,鹏华全球高收益债,1.1130,07-24,2.79%,10.87%,18.45%,--,0,0.08%
967,968,002075,光大睿鑫混合C,1.0480,07-25,2.78%,--,--,--,0,0.00%
968,969,050012,博时策略配置,1.3060,07-25,2.78%,6.52%,12.31%,30.91%,3,0.15%
969,970,110008,易方达稳健收益债券B,1.2998,07-25,2.77%,5.90%,14.79%,35.81%,5,0.08%
970,971,001067,鹏华弘盛混合A,1.1460,07-25,2.76%,4.79%,--,--,0,0.15%
971,972,002619,中银裕利混合C,1.0590,07-25,2.76%,--,--,--,0,0.00%
972,973,002369,国联安鑫悦灵活配置混合C,1.0347,07-25,2.75%,--,--,--,0,0.00%
973,974,001325,鹏华弘和混合A,1.0819,07-25,2.74%,4.64%,--,--,0,0.15%
974,975,002935,泰康恒泰回报混合C,1.0351,07-25,2.74%,--,--,--,0,0.00%
975,976,002727,华富诚鑫灵活配置混合C,1.0710,07-25,2.73%,--,--,--,0,0.00%
976,977,002618,中银裕利混合A,1.0580,07-25,2.73%,--,--,--,0,0.10%
977,978,000165,国投瑞银策略精选混合,1.4960,07-25,2.72%,9.03%,25.17%,--,5,0.15%
978,979,050111,博时信用债券C,2.2340,07-25,2.71%,6.78%,21.43%,59.98%,3,0.00%
979,980,002639,天弘价值精选灵活配置混合,1.0499,07-25,2.71%,--,--,--,0,0.15%
980,981,002902,财通资管积极收益债券C,1.0420,07-25,2.70%,--,--,--,0,0.00%
981,982,001276,建信新经济灵活配置混合,0.8050,07-25,2.69%,3.28%,--,--,0,0.15%
982,983,519050,海富通养老收益混合A,1.2740,07-25,2.69%,4.65%,11.16%,--,5,0.15%
983,984,487021,工银优质精选混合,1.4540,07-25,2.69%,3.85%,9.47%,--,0,0.12%
984,985,180010,银华优质增长混合,1.4644,07-25,2.68%,5.29%,8.49%,32.01%,2,0.15%
985,986,002503,中银腾利混合C,1.0310,07-25,2.68%,--,--,--,0,0.00%
986,987,002398,华安安禧保本混合A,1.0380,07-25,2.67%,--,--,--,0,0.13%
987,988,002138,泓德裕泰债券A,1.0740,07-25,2.67%,--,--,--,0,0.08%
988,989,000045,工银产业债A,1.2660,07-25,2.67%,4.20%,9.70%,--,5,0.08%
989,990,162215,泰达宏利聚利债券(LOF),1.0420,07-25,2.67%,3.93%,7.74%,18.78%,0,0.08%
990,991,001956,国联安科技动力,0.9997,07-25,2.66%,--,--,--,0,0.15%
991,992,000125,上投摩根天颐年丰混合A,1.0170,07-25,2.65%,3.85%,7.91%,--,5,0.10%
992,993,460220,华泰柏瑞中小盘联接,1.0692,07-25,2.65%,0.58%,2.00%,24.19%,0,0.15%
993,994,519677,银河定投宝腾讯济安指数,1.7570,07-25,2.65%,7.76%,12.31%,--,0,0.00%
994,995,000754,华宝兴业量化对冲混合C,1.0372,07-25,2.65%,4.48%,--,--,0,0.00%
995,996,519015,海富通精选二号,0.8860,07-25,2.64%,6.37%,10.04%,21.70%,1,0.20%
996,997,000001,华夏成长,1.1220,07-25,2.63%,-0.92%,-1.75%,11.60%,0,0.15%
997,998,160919,大成产业升级股票,1.1740,07-25,2.62%,0.25%,--,--,0,0.15%
998,999,002502,中银腾利混合A,1.0310,07-25,2.62%,--,--,--,0,0.10%
999,1000,001453,鹏华弘鑫混合A,1.0802,07-25,2.61%,4.68%,--,--,0,0.15%
1000,1001,110007,易方达稳健收益债券A,1.2941,07-25,2.61%,5.57%,14.26%,34.67%,5,0.00%
1001,1002,519003,海富通收益增长,1.0080,07-25,2.61%,9.02%,15.53%,29.84%,4,0.15%
1002,1003,002651,东方红汇利债券A,1.0263,07-25,2.59%,--,--,--,0,0.80%
1003,1004,200007,长城安心回报混合,1.0035,07-25,2.59%,5.09%,9.81%,24.35%,4,0.15%
1004,1005,161017,富国中证500,2.1110,07-25,2.59%,7.51%,15.16%,54.80%,0,0.15%
1005,1006,002102,创金合信鑫优选混合C,1.0800,07-25,2.57%,--,--,--,0,0.00%
1006,1007,162205,泰达宏利风险预算混合,1.0322,07-25,2.56%,3.81%,9.21%,22.37%,5,0.15%
1007,1008,001399,安信鑫安得利混合A,1.1377,07-25,2.56%,6.06%,--,--,0,0.08%
1008,1009,020019,国泰双利债券A,1.3530,07-25,2.55%,5.84%,10.93%,21.10%,4,0.10%
1009,1010,040036,华安安心收益债券A,1.0490,07-25,2.55%,2.21%,7.61%,--,3,0.08%
1010,1011,001327,鹏华弘华混合A,1.0945,07-25,2.55%,4.55%,--,--,0,0.15%
1011,1012,000810,富国收益增强债券A,1.2060,07-25,2.54%,3.77%,--,--,0,0.08%
1012,1013,002420,汇添富盈鑫保本混合,1.0370,07-25,2.54%,--,--,--,0,0.12%
1013,1014,320011,诺安中小盘精选混合,2.6540,07-25,2.53%,10.35%,29.64%,86.69%,5,0.15%
1014,1015,002497,东方盛世灵活配置混合,1.0595,07-25,2.52%,--,--,--,0,0.08%
1015,1016,582202,东吴增利债券C,1.0440,07-25,2.51%,5.20%,9.05%,16.94%,5,0.00%
1016,1017,270002,广发稳健增长,1.1388,07-25,2.51%,5.90%,18.35%,37.94%,4,0.15%
1017,1018,270005,广发聚丰混合,0.9547,07-25,2.51%,-0.03%,5.82%,22.49%,2,0.15%
1018,1019,001197,长盛转型升级主题灵活配置混合,0.8140,07-25,2.50%,1.74%,--,--,0,0.15%
1019,1020,000753,华宝兴业量化对冲混合A,1.0380,07-25,2.50%,4.30%,--,--,0,0.08%
1020,1021,002311,创金合信中证500指数增强A,0.9654,07-25,2.50%,--,--,--,0,0.15%
1021,1022,020010,国泰金牛创新成长混合,1.3440,07-25,2.50%,7.29%,15.59%,45.16%,3,0.15%
1022,1023,001454,鹏华弘鑫混合C,1.0698,07-25,2.49%,4.37%,--,--,0,0.15%
1023,1024,040037,华安安心收益债券B,1.0490,07-25,2.48%,2.00%,7.80%,--,3,0.00%
1024,1025,001030,天弘云端生活优选,0.7690,07-25,2.48%,-0.28%,--,--,0,0.15%
1025,1026,002485,国联安通盈混合C,1.2246,07-25,2.48%,--,--,--,0,0.00%
1026,1027,000547,建信健康民生混合,2.1700,07-25,2.48%,9.26%,28.35%,--,0,0.15%
1027,1028,001017,泰达改革动力混合A,1.2211,07-25,2.46%,12.71%,--,--,0,0.15%
1028,1029,206011,鹏华美国房地产,1.1430,07-24,2.45%,11.57%,12.86%,20.70%,0,0.10%
1029,1030,519011,海富通精选,0.4296,07-25,2.45%,5.92%,9.96%,22.20%,1,0.15%
1030,1031,165508,信诚深度价值混合(LOF),1.7920,07-25,2.45%,3.79%,9.23%,36.42%,3,0.15%
1031,1032,000433,安信鑫发优选混合,1.2150,07-25,2.45%,4.81%,6.60%,--,3,0.10%
1032,1033,519702,交银趋势混合,1.2060,07-25,2.45%,13.20%,30.24%,68.44%,4,0.15%
1033,1034,000551,信诚幸福消费混合,1.7860,07-25,2.44%,4.37%,11.40%,--,0,0.15%
1034,1035,002152,华宝核心优势混合,1.0490,07-25,2.44%,--,--,--,0,0.15%
1035,1036,460002,华泰柏瑞积极成长混合A,1.2359,07-25,2.44%,0.23%,5.14%,37.60%,4,0.15%
1036,1037,571002,诺德主题灵活配置,1.4752,07-25,2.44%,5.68%,17.41%,49.42%,4,0.15%
1037,1038,550018,信诚优质纯债债券A,1.0870,07-25,2.43%,4.29%,9.91%,--,3,0.08%
1038,1039,001305,九泰天富改革混合,0.6880,07-25,2.43%,-6.63%,--,--,0,0.15%
1039,1040,001014,中融融安混合,1.0330,07-25,2.43%,2.85%,--,--,0,0.15%
1040,1041,257010,国联安德盛小盘精选,1.0260,07-25,2.42%,3.72%,14.58%,51.35%,5,0.15%
1041,1042,001336,鹏华弘益混合A,1.0817,07-25,2.42%,4.46%,--,--,0,0.15%
1042,1043,001256,泓德优选成长混合,1.0420,07-25,2.42%,11.05%,--,--,0,0.15%
1043,1044,001400,安信鑫安得利混合C,1.1262,07-25,2.42%,5.75%,--,--,0,0.00%
1044,1045,001328,鹏华弘华混合C,0.9468,07-25,2.42%,3.02%,--,--,0,0.15%
1045,1046,000823,银华高端制造业,0.8150,07-25,2.42%,-4.50%,--,--,0,0.15%
1046,1047,519117,浦银安盛基本面400指数,1.6200,07-25,2.42%,2.92%,5.95%,30.89%,0,0.12%
1047,1048,378546,上投摩根全球天然资源混合,0.6490,07-24,2.41%,18.48%,10.79%,-2.72%,0,0.16%
1048,1049,000181,景顺长城四季金利债券A,1.1580,07-25,2.41%,4.41%,7.44%,--,0,0.08%
1049,1050,001566,南方利达A,1.0770,07-25,2.40%,4.40%,--,--,0,0.15%
1050,1051,110002,易方达策略成长,3.2740,07-25,2.40%,-5.72%,-9.39%,-1.94%,1,0.15%
1051,1052,001259,德邦鑫星稳健灵活配置混合,0.9720,07-25,2.40%,-0.45%,--,--,0,0.15%
1052,1053,000985,嘉实逆向策略股票,1.1320,07-25,2.40%,6.19%,--,--,0,0.15%
1053,1054,217022,招商产业债券A,1.2590,07-25,2.40%,5.08%,10.29%,23.49%,5,0.08%
1054,1055,240010,华宝行业精选混合,1.4557,07-25,2.39%,1.33%,4.72%,22.82%,2,0.15%
1055,1056,150103,银河银泰理财,1.0475,07-25,2.39%,0.54%,5.72%,28.71%,3,1.00%
1056,1057,151001,银河稳健,1.3755,07-25,2.38%,5.94%,15.13%,44.03%,3,0.15%
1057,1058,166009,中欧新动力混合(LOF)A,2.0680,07-25,2.38%,9.52%,23.22%,71.89%,4,0.15%
1058,1059,519183,万家双引擎灵活配置,1.4515,07-25,2.38%,5.80%,19.43%,45.04%,5,0.15%
1059,1060,002726,华富诚鑫灵活配置混合A,1.0320,07-25,2.37%,--,--,--,0,0.15%
1060,1061,002020,国都创新驱动,1.0510,07-25,2.37%,--,--,--,0,0.15%
1061,1062,002617,中银益利混合C,1.0350,07-25,2.37%,--,--,--,0,0.00%
1062,1063,000046,工银产业债B,1.2490,07-25,2.37%,3.68%,8.86%,--,5,0.00%
1063,1064,002482,宝盈互联网沪港深混合,1.0050,07-25,2.37%,--,--,--,0,0.15%
1064,1065,002652,东方红汇利债券C,1.0215,07-25,2.36%,--,--,--,0,0.00%
1065,1066,002139,泓德裕泰债券C,1.0610,07-25,2.36%,--,--,--,0,0.00%
1066,1067,002399,华安安禧保本混合C,1.0310,07-25,2.36%,--,--,--,0,0.00%
1067,1068,240002,华宝宝康灵活配置,1.9174,07-25,2.33%,2.41%,8.43%,27.42%,4,0.12%
1068,1069,620002,金元顺安成长动力混合,0.9910,07-25,2.33%,-3.30%,-5.39%,5.56%,3,0.15%
1069,1070,000385,景顺长城景颐双利债券A,1.4500,07-25,2.32%,4.10%,10.26%,--,5,0.08%
1070,1071,002616,中银益利混合A,1.0340,07-25,2.32%,--,--,--,0,0.10%
1071,1072,380009,中银添利债券发起,1.4420,07-25,2.32%,5.13%,11.04%,--,5,0.08%
1072,1073,420009,天弘安康养老混合,1.4810,07-25,2.31%,5.15%,10.96%,--,0,0.10%
1073,1074,002970,博时裕昂纯债债券,1.0050,07-25,2.31%,--,--,--,0,0.08%
1074,1075,000968,广发养老指数A,1.0163,07-25,2.30%,3.74%,--,--,0,0.12%
1075,1076,001331,鹏华弘信混合A,1.1597,07-25,2.30%,9.38%,--,--,0,0.15%
1076,1077,001337,鹏华弘益混合C,1.0672,07-25,2.29%,4.12%,--,--,0,0.15%
1077,1078,001257,兴业收益增强债券A,1.1310,07-25,2.29%,5.84%,--,--,0,0.08%
1078,1079,233010,大摩深证300指数增强,1.5010,07-25,2.28%,2.47%,5.60%,28.36%,0,0.12%
1079,1080,001262,大成景明灵活配置混合A,1.0470,07-25,2.26%,3.16%,--,--,0,0.15%
1080,1081,020020,国泰双利债券C,1.3210,07-25,2.26%,5.29%,10.12%,19.69%,4,0.00%
1081,1082,350006,天治稳健双盈债券,1.8066,07-25,2.24%,4.58%,12.19%,30.76%,3,0.00%
1082,1083,000554,中国梦基金,1.4950,07-25,2.22%,4.79%,9.64%,--,0,0.15%
1083,1084,002018,鹏华弘安混合A,1.0389,07-25,2.22%,--,--,--,0,0.15%
1084,1085,001845,国寿安保稳恒混合A,1.0550,07-25,2.22%,--,--,--,0,0.08%
1085,1086,000049,中银标普全球资源等权重指数,0.9920,07-24,2.22%,19.91%,15.96%,--,0,0.15%
1086,1087,163821,中银沪深300等权重指数,1.4780,07-25,2.21%,2.17%,4.28%,23.73%,0,0.12%
1087,1088,002789,长盛同享保本混合A,1.0300,07-25,2.21%,--,--,--,0,0.12%
1088,1089,585001,东吴中证新兴产业,1.1650,07-25,2.21%,2.03%,2.61%,25.48%,0,0.12%
1089,1090,001086,华富恒利债券A,1.0570,07-25,2.20%,--,--,--,0,0.08%
1090,1091,000831,工银医疗保健,1.3470,07-25,2.20%,2.28%,--,--,0,0.15%
1091,1092,001169,国投瑞银新价值混合,1.0360,07-25,2.20%,3.79%,--,--,0,0.06%
1092,1093,519669,银河领先债券,1.2420,07-25,2.19%,4.67%,9.61%,--,5,0.08%
1093,1094,000958,东吴鼎元A,1.0470,07-25,2.19%,--,--,--,0,0.08%
1094,1095,110035,易方达双债强债A,1.2800,07-25,2.18%,3.69%,7.36%,17.14%,2,0.08%
1095,1096,001617,天弘中证电子指数A,0.9138,07-25,2.18%,--,--,--,0,0.10%
1096,1097,001190,鹏华弘润混合A,1.0971,07-25,2.17%,4.03%,--,--,0,0.15%
1097,1098,000435,建信稳定添利债券A,1.1410,07-25,2.17%,3.23%,8.49%,--,4,0.06%
1098,1099,000373,华安中证细分医药ETF联接A,1.2460,07-25,2.15%,5.49%,--,--,0,0.12%
1099,1100,000182,景顺长城四季金利债券C,1.1450,07-25,2.15%,3.93%,6.74%,--,0,0.00%
1100,1101,002755,博时裕盛纯债债券,1.0230,07-25,2.15%,--,--,--,0,0.08%
1101,1102,000386,景顺长城景颐双利债券C,1.4300,07-25,2.14%,3.70%,9.60%,--,5,0.00%
1102,1103,002982,广发养老指数C,1.0132,07-25,2.13%,--,--,--,0,0.00%
1103,1104,550019,信诚优质纯债债券B,1.0610,07-25,2.12%,3.64%,8.85%,--,3,0.00%
1104,1105,161620,融通丰利四分法,0.8480,07-24,2.12%,2.61%,-3.45%,--,0,0.15%
1105,1106,001326,鹏华弘和混合C,1.0660,07-25,2.12%,3.74%,--,--,0,0.15%
1106,1107,100029,富国天成红利,1.1149,07-25,2.12%,4.67%,10.84%,38.51%,3,0.15%
1107,1108,000120,中银美丽中国混合,1.2790,07-25,2.11%,1.70%,2.22%,--,2,0.15%
1108,1109,001143,华商量化进取混合,0.7230,07-25,2.11%,3.54%,--,--,0,0.15%
1109,1110,001695,泓德泓业混合,1.1320,07-25,2.10%,--,--,--,0,0.15%
